Emp_ID,First_Name,Last_Name,Full Name,Gender,State,City,Education,BirthDate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Effective_TermDate,Age
00-88864147,Robert,Hampton,Robert Hampton,Male,New York,New York City,High School,24/07/1988,24/12/2022,21/07/2023,Customer Service,Customer Service Representative,59013,Needs Improvement,21/07/2023,36
00-74343201,Thomas,Charles,Thomas Charles,Female,New York,New York City,Bachelor,05/12/1971,10/10/2017,25/01/2024,Customer Service,Support Specialist,63118,Good,25/01/2024,53
00-12058055,Bryan,Taylor,Bryan Taylor,Female,New York,New York City,Bachelor,11/06/1975,22/03/2017,23/04/2019,Operations,Logistics Coordinator,55963,Needs Improvement,23/04/2019,50
00-25745913,Ann,Bolton,Ann Bolton,Female,New York,New York City,Master,19/09/2001,05/07/2022,01/01/2023,Sales,Sales Consultant,96838,Excellent,01/01/2023,23
00-91121400,Alicia,Edwards,Alicia Edwards,Male,New York,New York City,High School,17/12/1980,09/03/2022,05/09/2022,Customer Service,Support Specialist,58081,Needs Improvement,05/09/2022,44
00-84098828,Steve,Patel,Steve Patel,Male,Michigan,Detroit,High School,23/03/2004,01/08/2018,13/12/2023,Customer Service,Customer Service Representative,59674,Needs Improvement,13/12/2023,21
00-72579077,Michael,Ingram,Michael Ingram,Female,New York,New York City,PhD,24/05/1989,06/10/2020,06/09/2021,Finance,Financial Analyst,98661,Excellent,06/09/2021,36
00-45106207,Erin,Lara,Erin Lara,Male,New York,New York City,Bachelor,08/04/1986,13/04/2018,04/10/2019,IT,IT Support Specialist,67673,Needs Improvement,04/10/2019,39
00-23234972,Chelsea,Lee,Chelsea Lee,Male,New York,New York City,Bachelor,11/10/2001,06/04/2023,03/10/2023,IT,System Administrator,93212,Needs Improvement,03/10/2023,23
00-52980983,Joshua,Evans,Joshua Evans,Male,New York,New York City,Bachelor,27/05/1960,25/04/2024,22/10/2024,IT,Software Developer,95680,Satisfactory,22/10/2024,65
00-65556767,Kellie,Bush,Kellie Bush,Male,New York,New York City,Bachelor,04/08/2000,26/09/2015,29/06/2024,IT,System Administrator,89228,Excellent,29/06/2024,24
00-29585415,Janet,Stewart,Janet Stewart,Male,Michigan,Grand Rapids,Bachelor,22/07/1998,16/05/2015,16/03/2019,Operations,Logistics Coordinator,63362,Good,16/03/2019,26
00-87731247,Ann,Michael,Ann Michael,Male,New York,New York City,PhD,11/06/1967,08/10/2022,06/04/2023,Sales,Sales Consultant,94222,Excellent,06/04/2023,58
00-36332415,Joshua,Martinez,Joshua Martinez,Male,Virginia,Norfolk,High School,03/11/1988,20/09/2018,19/03/2019,Operations,Inventory Specialist,64384,Needs Improvement,19/03/2019,36
00-42981324,Amy,Huang,Amy Huang,Male,Michigan,Grand Rapids,Bachelor,30/06/2001,02/06/2020,29/11/2020,IT,Software Developer,93626,Excellent,29/11/2020,23
00-55307111,Loretta,Blevins,Loretta Blevins,Male,New York,New York City,Bachelor,09/02/1973,09/11/2017,15/10/2021,Operations,Logistics Coordinator,68912,Satisfactory,15/10/2021,52
00-96126771,Dwayne,Williams,Dwayne Williams,Male,New York,New York City,High School,07/01/1978,05/10/2022,03/04/2023,Operations,Inventory Specialist,61186,Needs Improvement,03/04/2023,47
00-57268285,Christian,Bradshaw,Christian Bradshaw,Male,New York,New York City,Bachelor,12/06/1981,12/09/2017,19/09/2020,Sales,Sales Representative,75082,Good,19/09/2020,44
00-75540707,Jonathan,Mendoza,Jonathan Mendoza,Male,Michigan,Warren,High School,05/07/1989,20/03/2017,23/07/2019,Operations,Inventory Specialist,57702,Needs Improvement,23/07/2019,35
00-17882882,Maria,Nelson,Maria Nelson,Female,New York,New York City,Bachelor,03/01/1984,06/08/2020,02/02/2021,Operations,Logistics Coordinator,56487,Good,02/02/2021,41
00-99686372,Heather,Taylor,Heather Taylor,Female,New York,New York City,Bachelor,25/08/1975,28/08/2015,30/11/2021,Marketing,Marketing Coordinator,74502,Good,30/11/2021,49
00-28453800,Joyce,Allen,Joyce Allen,Female,New York,New York City,Master,29/01/1974,20/01/2023,19/07/2023,IT,Software Developer,100558,Excellent,19/07/2023,51
00-30270856,Elizabeth,Schmidt,Elizabeth Schmidt,Female,New York,New York City,Bachelor,27/08/1984,05/09/2015,07/10/2018,IT,Software Developer,85918,Good,07/10/2018,40
00-60090149,Jesse,Garcia,Jesse Garcia,Female,New York,New York City,Bachelor,15/08/1970,08/05/2016,13/05/2019,Customer Service,Help Desk Technician,88835,Good,13/05/2019,54
00-92747827,Jennifer,Garcia,Jennifer Garcia,Female,New York,New York City,Bachelor,17/10/1987,26/10/2018,24/04/2019,Sales,Sales Specialist,62944,Good,24/04/2019,37
00-12111482,Derrick,Oconnell,Derrick Oconnell,Male,New York,New York City,Bachelor,20/01/1964,27/12/2015,22/10/2022,Operations,Operations Analyst,91666,Satisfactory,22/10/2022,61
00-11590610,Eric,Delgado,Eric Delgado,Female,New York,New York City,Bachelor,20/08/1986,09/12/2015,28/08/2019,Sales,Sales Representative,61011,Satisfactory,28/08/2019,38
00-81905550,Natalie,Woods,Natalie Woods,Female,New York,New York City,Master,01/12/1975,18/03/2024,14/09/2024,IT,Software Developer,109779,Good,14/09/2024,49
00-67790557,Katelyn,Mitchell,Katelyn Mitchell,Female,Virginia,Richmond,High School,14/01/1985,21/04/2023,18/10/2023,Customer Service,Support Specialist,54788,Needs Improvement,18/10/2023,40
00-22927031,Debbie,Velez,Debbie Velez,Female,New York,New York City,Bachelor,30/11/1980,04/02/2020,02/08/2020,Customer Service,Support Specialist,58562,Good,02/08/2020,44
00-93185576,Denise,Hall,Denise Hall,Female,Michigan,Grand Rapids,Master,26/06/2002,13/10/2020,11/04/2021,Operations,Operations Analyst,88719,Excellent,11/04/2021,23
00-63270536,Jennifer,Zuniga,Jennifer Zuniga,Male,New York,New York City,Bachelor,14/01/1995,20/12/2016,31/12/2021,Customer Service,Help Desk Technician,70388,Good,31/12/2021,30
00-85833309,Sandra,Butler,Sandra Butler,Male,New York,New York City,High School,17/06/1993,22/11/2017,18/10/2024,IT,IT Support Specialist,63808,Needs Improvement,18/10/2024,32
00-50261914,Gregory,Gillespie,Gregory Gillespie,Female,New York,New York City,Bachelor,26/05/1986,21/11/2022,20/05/2023,Operations,Operations Analyst,57527,Needs Improvement,20/05/2023,39
00-97227356,Randy,Simpson,Randy Simpson,Female,New York,New York City,Master,16/06/1972,30/12/2022,28/06/2023,Sales,Sales Specialist,89227,Good,28/06/2023,53
00-60903955,Kaitlyn,Brennan,Kaitlyn Brennan,Male,New York,New York City,Bachelor,30/01/1989,23/04/2018,03/01/2021,Customer Service,Help Desk Technician,77002,Good,03/01/2021,36
00-95462880,Nancy,Smith,Nancy Smith,Male,New York,New York City,Master,02/06/1998,09/08/2015,28/08/2024,Sales,Sales Manager,105185,Excellent,28/08/2024,27
00-77089857,Carrie,Hebert,Carrie Hebert,Male,Ohio,Columbus,Bachelor,04/08/1993,11/05/2023,07/11/2023,IT,Software Developer,109997,Needs Improvement,07/11/2023,31
00-54462389,Justin,Hays,Justin Hays,Female,New York,New York City,Bachelor,24/02/1992,29/07/2020,25/01/2021,Finance,Accountant,68701,Excellent,25/01/2021,33
00-15711200,Alice,Small,Alice Small,Male,Michigan,Warren,PhD,05/01/1984,22/02/2017,28/10/2021,Sales,Sales Consultant,76460,Excellent,28/10/2021,41
00-73820568,Melissa,Mcdonald,Melissa Mcdonald,Male,New York,New York City,Bachelor,31/01/1980,16/03/2017,26/05/2018,Customer Service,Customer Service Representative,74179,Good,26/05/2018,45
00-47631028,Lisa,Rivera,Lisa Rivera,Male,New York,New York City,Bachelor,04/10/1979,11/10/2017,11/11/2018,Sales,Sales Representative,69336,Needs Improvement,11/11/2018,45
00-14416002,Stephen,Scott,Stephen Scott,Male,Pennsylvania,Pittsburgh,Master,08/11/1983,14/03/2017,26/10/2023,Sales,Sales Specialist,55995,Excellent,26/10/2023,41
00-37804291,Alexis,Rogers,Alexis Rogers,Male,New York,New York City,High School,02/07/2003,24/04/2020,21/10/2020,Operations,Inventory Specialist,55990,Needs Improvement,21/10/2020,21
00-63458386,Ashley,Todd,Ashley Todd,Male,New York,New York City,High School,18/10/1969,09/03/2024,05/09/2024,Customer Service,Help Desk Technician,65427,Needs Improvement,05/09/2024,55
00-85693188,Cheryl,Fowler,Cheryl Fowler,Male,Michigan,Warren,Bachelor,20/07/2003,07/06/2017,01/06/2024,IT,Software Developer,100742,Good,01/06/2024,21
00-82553061,Margaret,Robertson,Margaret Robertson,Female,New York,New York City,Bachelor,04/08/1977,03/02/2018,22/05/2023,Marketing,Marketing Coordinator,78014,Excellent,22/05/2023,47
00-20526386,Richard,Davis,Richard Davis,Female,New York,New York City,Bachelor,16/04/1985,24/02/2020,22/08/2020,Customer Service,Support Specialist,56682,Satisfactory,22/08/2020,40
00-23111164,Thomas,Boyle,Thomas Boyle,Female,New York,New York City,Bachelor,04/10/1973,03/01/2019,02/07/2019,Customer Service,Support Specialist,58722,Satisfactory,02/07/2019,51
00-91224373,Jose,Young,Jose Young,Male,New York,New York City,Bachelor,18/10/1975,20/10/2022,17/12/2023,Operations,Inventory Specialist,63989,Satisfactory,17/12/2023,49
00-53805532,Joseph,Rivera,Joseph Rivera,Male,New York,New York City,High School,26/02/1986,15/08/2015,11/02/2016,Marketing,Content Creator,67403,Needs Improvement,11/02/2016,39
00-70471823,Jennifer,Smith,Jennifer Smith,Male,New York,New York City,PhD,27/02/1965,10/09/2020,09/03/2021,Finance,Financial Analyst,80730,Excellent,09/03/2021,60
00-60388958,Michael,Young,Michael Young,Male,New York,New York City,Master,11/02/1983,17/09/2019,15/03/2020,Marketing,Marketing Manager,101400,Excellent,15/03/2020,42
00-98673882,David,Parker,David Parker,Female,Illinois,Chicago,Bachelor,11/09/1986,07/06/2018,07/06/2020,IT,System Administrator,65937,Good,07/06/2020,38
00-43077929,Gina,Leblanc,Gina Leblanc,Female,New York,New York City,Bachelor,20/02/1993,11/12/2022,09/06/2023,Marketing,Marketing Manager,88250,Good,09/06/2023,32
00-30699187,Jade,Collins,Jade Collins,Male,New York,New York City,Bachelor,02/12/1971,15/02/2018,14/08/2018,Operations,Logistics Coordinator,73636,Satisfactory,14/08/2018,53
00-62294176,Danielle,Shepard,Danielle Shepard,Male,Michigan,Grand Rapids,Bachelor,18/06/1986,23/05/2018,23/01/2021,Sales,Sales Representative,81468,Good,23/01/2021,39
00-10697290,Christina,Robinson,Christina Robinson,Female,Pennsylvania,Pittsburgh,Bachelor,10/12/1979,21/02/2024,19/08/2024,Customer Service,Customer Service Representative,55001,Good,19/08/2024,45
00-46207439,Timothy,Gibson,Timothy Gibson,Female,New York,New York City,Bachelor,07/03/1988,23/08/2016,25/07/2024,Marketing,Marketing Coordinator,75502,Good,25/07/2024,37
00-67845091,Nathaniel,Miles,Nathaniel Miles,Female,New York,New York City,High School,15/10/1991,21/12/2019,18/06/2020,HR,Recruiter,59234,Needs Improvement,18/06/2020,33
00-64766762,Thomas,Medina,Thomas Medina,Male,New York,New York City,Bachelor,09/10/1973,14/09/2016,28/03/2020,Marketing,Marketing Coordinator,69113,Good,28/03/2020,51
00-84386123,Margaret,Gill,Margaret Gill,Female,Pennsylvania,Philadelphia,Master,12/01/1996,21/09/2016,06/08/2020,Sales,Sales Manager,124824,Good,06/08/2020,29
00-53544301,Karen,Marks,Karen Marks,Female,New York,New York City,Bachelor,22/09/1995,01/02/2023,31/07/2023,Operations,Logistics Coordinator,55550,Excellent,31/07/2023,29
00-65540647,Alicia,Rice,Alicia Rice,Male,New York,New York City,Bachelor,26/05/1975,21/05/2018,16/07/2020,Finance,Accounts Payable Specialist,69230,Good,16/07/2020,50
00-85099723,Christian,Elliott,Christian Elliott,Female,New York,New York City,Bachelor,03/03/1999,24/01/2023,23/07/2023,Finance,Accountant,79248,Needs Improvement,23/07/2023,26
00-79941466,Maria,Leach,Maria Leach,Male,New York,New York City,Master,15/11/1982,20/03/2017,25/06/2021,IT,Software Developer,78924,Good,25/06/2021,42
00-28634797,Ashley,Hernandez,Ashley Hernandez,Female,Pennsylvania,Pittsburgh,High School,05/01/1999,08/05/2017,26/05/2019,Operations,Inventory Specialist,58307,Needs Improvement,26/05/2019,26
00-29587040,Melissa,Ramos,Melissa Ramos,Male,New York,New York City,Bachelor,21/01/1975,21/09/2016,30/11/2020,IT,IT Support Specialist,64357,Good,30/11/2020,50
00-66519399,Jamie,Aguilar,Jamie Aguilar,Female,North Carolina,Raleigh,Bachelor,05/04/1993,05/02/2017,29/04/2019,Finance,Accountant,74163,Satisfactory,29/04/2019,32
00-43782566,Rachel,Griffin,Rachel Griffin,Female,New York,New York City,Bachelor,07/05/1980,22/01/2024,20/07/2024,Customer Service,Support Specialist,62598,Satisfactory,20/07/2024,45
00-76545476,Shawn,Palmer,Shawn Palmer,Male,New York,New York City,Bachelor,19/07/1962,26/06/2020,20/08/2021,HR,HR Coordinator,72109,Good,20/08/2021,62
00-24357588,Anne,Hansen,Anne Hansen,Male,New York,New York City,Bachelor,21/08/1979,19/09/2017,01/07/2021,Customer Service,Help Desk Technician,94356,Good,01/07/2021,45
00-54589439,Lindsay,Cummings,Lindsay Cummings,Female,New York,New York City,High School,26/05/1986,03/06/2023,30/11/2023,Customer Service,Support Specialist,53603,Needs Improvement,30/11/2023,39
00-54230340,Jonathan,Smith,Jonathan Smith,Male,New York,New York City,Bachelor,12/09/1977,26/03/2019,25/02/2023,IT,Software Developer,104238,Excellent,25/02/2023,47
00-97380687,Beth,Williams,Beth Williams,Female,New York,New York City,Bachelor,29/03/2003,13/05/2024,09/11/2024,Customer Service,Customer Service Manager,79326,Satisfactory,09/11/2024,22
00-53038948,Isabella,Weaver,Isabella Weaver,Male,Pennsylvania,Pittsburgh,Bachelor,23/03/1994,24/01/2021,23/07/2021,Customer Service,Customer Service Representative,66937,Good,23/07/2021,31
00-74291599,Sarah,Jones,Sarah Jones,Female,New York,New York City,Master,05/10/1997,29/12/2018,27/06/2019,Marketing,Marketing Manager,91548,Excellent,27/06/2019,27
00-49117508,Thomas,Mitchell,Thomas Mitchell,Male,Virginia,Norfolk,Bachelor,03/03/1990,11/03/2022,07/09/2022,Customer Service,Support Specialist,64799,Satisfactory,07/09/2022,35
00-87293208,Kayla,Cannon,Kayla Cannon,Male,New York,New York City,High School,02/04/1966,11/10/2017,07/05/2018,Customer Service,Support Specialist,64678,Needs Improvement,07/05/2018,59
00-47621248,Debbie,Fisher,Debbie Fisher,Male,New York,New York City,Bachelor,17/08/1969,13/12/2017,10/06/2018,Operations,Inventory Specialist,67180,Good,10/06/2018,55
00-25285764,Patrick,Kane,Patrick Kane,Male,Michigan,Warren,Bachelor,17/07/1985,18/12/2018,16/06/2019,Marketing,Marketing Coordinator,72036,Good,16/06/2019,39
00-83233096,Nicholas,Miller,Nicholas Miller,Male,New York,New York City,Bachelor,09/03/1977,15/09/2017,14/03/2018,Operations,Logistics Coordinator,65261,Satisfactory,14/03/2018,48
00-71957885,Nancy,Anderson,Nancy Anderson,Male,Virginia,Richmond,Bachelor,24/08/1983,30/11/2018,29/05/2019,Sales,Sales Specialist,79202,Needs Improvement,29/05/2019,41
00-49101812,Michael,White,Michael White,Female,New York,New York City,High School,26/06/1981,28/07/2017,24/01/2018,Operations,Inventory Specialist,59575,Excellent,24/01/2018,44
00-64914054,Phillip,Anderson,Phillip Anderson,Male,New York,New York City,High School,21/10/1979,28/03/2022,24/09/2022,Customer Service,Support Specialist,65819,Needs Improvement,24/09/2022,45
00-50645509,Mary,Avila,Mary Avila,Female,New York,New York City,Bachelor,01/02/1983,26/04/2017,22/09/2018,IT,Software Developer,76103,Satisfactory,22/09/2018,42
00-66791272,Steven,Ball,Steven Ball,Male,Michigan,Warren,Bachelor,23/01/1986,14/06/2023,11/12/2023,IT,System Administrator,101429,Good,11/12/2023,39
00-90253323,Amanda,Morrow,Amanda Morrow,Female,New York,New York City,High School,23/11/1981,07/04/2019,17/11/2022,Customer Service,Customer Service Representative,66508,Needs Improvement,17/11/2022,43
00-77996397,Steven,Moore,Steven Moore,Female,New York,New York City,Bachelor,21/11/2002,14/03/2024,10/09/2024,Operations,Logistics Coordinator,58903,Satisfactory,10/09/2024,22
00-82966824,Sharon,Hardy,Sharon Hardy,Female,New York,New York City,Master,14/05/1988,13/02/2015,30/12/2021,HR,HR Coordinator,61697,Excellent,30/12/2021,37
00-82062301,Antonio,Keller,Antonio Keller,Female,New York,New York City,Bachelor,24/03/1995,26/08/2020,18/10/2021,Sales,Sales Representative,63501,Good,18/10/2021,30
00-43316996,Katie,Stephenson,Katie Stephenson,Male,Virginia,Virginia Beach,Bachelor,18/12/1982,07/01/2022,06/07/2022,Customer Service,Support Specialist,69977,Good,06/07/2022,42
00-96838849,John,Jones,John Jones,Male,New York,New York City,Bachelor,19/03/1997,19/08/2021,24/08/2024,Marketing,Marketing Coordinator,77675,Excellent,24/08/2024,28
00-96804457,Arthur,Harper,Arthur Harper,Female,New York,New York City,Bachelor,23/06/1985,01/10/2019,29/03/2020,Customer Service,Support Specialist,62225,Satisfactory,29/03/2020,40
00-67774765,Monica,Sanchez,Monica Sanchez,Female,New York,New York City,Bachelor,12/09/1981,18/01/2016,,Operations,Logistics Coordinator,54228,Good,22/06/2025,43
00-39796480,Richard,Young,Richard Young,Male,New York,New York City,Bachelor,30/09/1999,25/03/2020,21/09/2020,IT,System Administrator,94657,Excellent,21/09/2020,25
00-87915846,Karen,Parsons,Karen Parsons,Female,Illinois,Aurora,Bachelor,18/10/1992,24/02/2022,23/08/2022,Customer Service,Support Specialist,63449,Needs Improvement,23/08/2022,32
00-60213478,William,Roberts,William Roberts,Male,New York,New York City,Master,14/09/1991,13/11/2019,11/05/2020,IT,Software Developer,84331,Excellent,11/05/2020,33
00-77171380,Sabrina,Johnston,Sabrina Johnston,Male,New York,New York City,High School,12/11/1991,13/08/2017,16/09/2020,Operations,Inventory Specialist,66482,Needs Improvement,16/09/2020,33
00-24032377,Carla,Chambers,Carla Chambers,Male,New York,New York City,Bachelor,06/03/1977,05/05/2017,,Operations,Logistics Coordinator,65979,Good,22/06/2025,48
00-29015320,Joel,Walter,Joel Walter,Male,New York,New York City,Bachelor,13/09/1987,14/09/2018,13/03/2019,Customer Service,Help Desk Technician,72620,Good,13/03/2019,37
00-37765262,Adriana,Gutierrez,Adriana Gutierrez,Female,New York,New York City,Bachelor,15/04/1983,16/04/2020,13/10/2020,Operations,Logistics Coordinator,56196,Good,13/10/2020,42
00-23102741,Bruce,Fry,Bruce Fry,Female,New York,New York City,Bachelor,28/08/1960,08/12/2019,05/06/2020,Sales,Sales Representative,64099,Satisfactory,05/06/2020,64
00-52803305,Jill,Thompson,Jill Thompson,Male,New York,New York City,Bachelor,13/11/1999,20/09/2016,11/12/2023,IT,Software Developer,96108,Good,11/12/2023,25
00-25446483,Ronald,Simpson,Ronald Simpson,Female,New York,New York City,Bachelor,29/05/1996,14/05/2015,12/09/2021,Operations,Inventory Specialist,54990,Good,12/09/2021,29
00-24678410,Shelly,Powers,Shelly Powers,Male,New York,New York City,Bachelor,23/03/2004,02/11/2022,01/05/2023,Operations,Inventory Specialist,61461,Good,01/05/2023,21
00-42737441,Alice,Horton,Alice Horton,Male,New York,New York City,Bachelor,08/03/1999,07/06/2020,04/12/2020,Operations,Inventory Specialist,60507,Good,04/12/2020,26
00-54424679,Edward,Bennett,Edward Bennett,Female,New York,New York City,Bachelor,09/07/1991,19/10/2020,17/04/2021,Sales,Sales Representative,57557,Good,17/04/2021,33
00-64364546,Amanda,Allen,Amanda Allen,Female,New York,New York City,Bachelor,18/01/1995,29/03/2021,09/10/2024,Operations,Logistics Coordinator,57996,Good,09/10/2024,30
00-98222374,Kevin,Zimmerman,Kevin Zimmerman,Male,New York,New York City,PhD,16/09/1970,09/11/2019,07/05/2020,Sales,Sales Consultant,83008,Excellent,07/05/2020,54
00-92424037,Steven,Brown,Steven Brown,Female,Pennsylvania,Philadelphia,Master,13/03/1980,10/06/2023,07/12/2023,IT,System Administrator,94473,Good,07/12/2023,45
00-67653606,Tammy,Grant,Tammy Grant,Female,Michigan,Grand Rapids,High School,08/10/1990,22/02/2018,21/08/2018,Customer Service,Customer Service Representative,65399,Needs Improvement,21/08/2018,34
00-37619925,Paul,Scott,Paul Scott,Female,New York,New York City,Bachelor,09/08/2001,09/05/2017,26/09/2020,Sales,Sales Representative,65945,Good,26/09/2020,23
00-18397164,Deborah,Nielsen,Deborah Nielsen,Male,New York,New York City,Master,12/02/1980,24/11/2020,23/05/2021,IT,Software Developer,86973,Good,23/05/2021,45
00-59095909,Nathan,Nichols,Nathan Nichols,Male,Illinois,Aurora,PhD,18/01/1961,19/11/2018,18/05/2019,Sales,Sales Specialist,83005,Excellent,18/05/2019,64
00-45212476,James,Adams,James Adams,Male,New York,New York City,Bachelor,20/02/2000,19/09/2022,18/03/2023,IT,Software Developer,108825,Good,18/03/2023,25
00-95779702,Cassidy,Williams,Cassidy Williams,Female,New York,New York City,Bachelor,14/05/1991,29/01/2018,12/12/2020,Sales,Sales Representative,66164,Good,12/12/2020,34
00-62686364,Jacob,Gill,Jacob Gill,Male,New York,New York City,High School,04/07/1969,08/10/2020,06/04/2021,Customer Service,Customer Service Representative,63385,Needs Improvement,06/04/2021,56
00-71453007,Emily,Robinson,Emily Robinson,Female,Virginia,Norfolk,High School,17/05/1971,23/03/2021,19/09/2021,Operations,Inventory Specialist,59746,Needs Improvement,19/09/2021,54
00-49922369,Molly,Cook,Molly Cook,Male,New York,New York City,High School,25/06/1959,19/12/2018,17/06/2019,Customer Service,Customer Service Representative,62527,Needs Improvement,17/06/2019,66
00-27978165,Alexis,Giles,Alexis Giles,Male,New York,New York City,Bachelor,09/02/2004,15/10/2018,17/04/2020,Sales,Sales Specialist,61237,Good,17/04/2020,21
00-25696616,David,Key,David Key,Female,New York,New York City,Master,16/11/1986,05/07/2017,30/01/2022,Finance,Financial Analyst,91996,Excellent,30/01/2022,38
00-78561753,Robin,Dominguez,Robin Dominguez,Female,New York,New York City,Bachelor,04/12/1980,01/10/2018,15/08/2021,Customer Service,Support Specialist,64142,Good,15/08/2021,44
00-87149161,James,Herman,James Herman,Male,New York,New York City,Bachelor,07/11/1977,03/08/2018,30/01/2019,Sales,Sales Representative,68752,Good,30/01/2019,47
00-95295586,Marc,Campbell,Marc Campbell,Female,New York,New York City,Master,04/11/1988,30/06/2020,10/12/2022,Sales,Sales Specialist,71298,Excellent,10/12/2022,36
00-84479105,Amanda,Howard,Amanda Howard,Male,North Carolina,Charlotte,High School,25/02/1995,12/04/2017,20/02/2018,Customer Service,Help Desk Technician,58313,Needs Improvement,20/02/2018,30
00-35111946,Michael,Andrade,Michael Andrade,Male,Pennsylvania,Allentown,High School,07/11/2001,30/06/2018,18/12/2021,Customer Service,Help Desk Technician,73163,Needs Improvement,18/12/2021,23
00-17195581,Corey,Zavala,Corey Zavala,Female,Illinois,Naperville,Bachelor,04/10/1989,02/07/2023,26/08/2024,Sales,Sales Representative,74548,Satisfactory,26/08/2024,35
00-28325379,Kathleen,Flores,Kathleen Flores,Male,New York,New York City,Bachelor,16/06/1993,20/03/2017,26/08/2024,Sales,Sales Representative,80099,Good,26/08/2024,32
00-77838742,Nathan,Gutierrez,Nathan Gutierrez,Male,New York,New York City,High School,05/10/1969,07/08/2022,03/02/2023,Customer Service,Help Desk Technician,90756,Needs Improvement,03/02/2023,55
00-75998330,Michelle,Figueroa,Michelle Figueroa,Male,New York,New York City,High School,01/08/1976,07/01/2019,06/07/2019,IT,IT Support Specialist,58080,Needs Improvement,06/07/2019,48
00-32448383,Jose,Donovan,Jose Donovan,Male,New York,New York City,High School,04/02/2004,12/08/2016,18/12/2022,Operations,Inventory Specialist,60965,Needs Improvement,18/12/2022,21
00-39598969,Jennifer,Phillips,Jennifer Phillips,Female,New York,New York City,Bachelor,23/11/1991,18/03/2017,23/11/2022,HR,HR Assistant,54114,Satisfactory,23/11/2022,33
00-82156607,Mark,James,Mark James,Male,New York,New York City,Bachelor,31/01/1992,20/11/2017,09/04/2019,Customer Service,Support Specialist,61368,Needs Improvement,09/04/2019,33
00-76479831,John,Pierce,John Pierce,Male,New York,New York City,Bachelor,07/05/2004,22/09/2020,21/03/2021,Sales,Sales Representative,67970,Needs Improvement,21/03/2021,21
00-25328557,Matthew,Hines,Matthew Hines,Male,Ohio,Columbus,Master,16/03/1975,09/07/2017,03/12/2019,Sales,Sales Consultant,92906,Excellent,03/12/2019,50
00-59239353,Tammy,May,Tammy May,Female,Michigan,Grand Rapids,PhD,03/11/1962,09/07/2020,14/01/2022,Sales,Sales Consultant,112880,Excellent,14/01/2022,62
00-69239219,Steven,Oconnor,Steven Oconnor,Male,Illinois,Chicago,Bachelor,19/06/1972,16/05/2020,24/11/2024,Sales,Sales Specialist,92805,Excellent,24/11/2024,53
00-97734330,Gary,Cortez,Gary Cortez,Male,New York,New York City,Bachelor,12/07/1979,09/07/2022,05/01/2023,IT,Software Developer,97728,Good,05/01/2023,45
00-14325890,Jack,Preston,Jack Preston,Male,New York,New York City,Bachelor,04/06/1974,07/09/2019,02/01/2021,Sales,Sales Representative,78078,Good,02/01/2021,51
00-21674661,Susan,Warren,Susan Warren,Female,New York,New York City,Bachelor,24/03/1964,22/11/2019,20/05/2020,Operations,Inventory Specialist,64103,Good,20/05/2020,61
00-41802361,Melanie,Landry,Melanie Landry,Female,New York,New York City,Bachelor,03/01/1998,17/09/2017,17/09/2020,IT,IT Support Specialist,59095,Good,17/09/2020,27
00-57060874,Brandon,Smith,Brandon Smith,Female,North Carolina,Greensboro,Master,26/07/1973,23/02/2023,22/08/2023,Sales,Sales Consultant,100507,Excellent,22/08/2023,51
00-67467610,Megan,Hall,Megan Hall,Male,New York,New York City,Bachelor,26/12/1994,02/10/2017,21/04/2020,Sales,Sales Representative,59038,Satisfactory,21/04/2020,30
00-37732020,Edward,Robinson,Edward Robinson,Female,New York,New York City,Bachelor,27/06/1988,27/06/2023,24/12/2023,Customer Service,Support Specialist,57504,Satisfactory,24/12/2023,37
00-57085656,Nathaniel,Williamson,Nathaniel Williamson,Male,New York,New York City,Bachelor,07/04/1988,15/09/2020,26/10/2023,Operations,Logistics Coordinator,64145,Satisfactory,26/10/2023,37
00-32599227,Sarah,Durham,Sarah Durham,Female,Michigan,Detroit,Master,20/02/1983,14/09/2018,22/03/2022,Sales,Sales Specialist,77284,Excellent,22/03/2022,42
00-48833650,Tony,Smith,Tony Smith,Male,New York,New York City,Bachelor,31/01/1995,02/08/2020,29/01/2021,Operations,Logistics Coordinator,62526,Good,29/01/2021,30
00-22780905,Robert,Smith,Robert Smith,Female,New York,New York City,Bachelor,26/09/1972,08/10/2017,07/04/2024,Operations,Inventory Specialist,53687,Good,07/04/2024,52
00-47221734,Joshua,Madden,Joshua Madden,Male,North Carolina,Charlotte,Bachelor,26/11/1965,07/01/2023,06/07/2023,Operations,Inventory Specialist,64605,Excellent,06/07/2023,59
00-27809465,Wayne,Wolfe,Wayne Wolfe,Male,New York,New York City,Bachelor,23/12/1982,17/06/2017,,Marketing,Content Creator,71624,Needs Improvement,22/06/2025,42
00-43226234,Linda,Browning,Linda Browning,Male,New York,New York City,Bachelor,15/06/1988,11/02/2022,10/08/2022,Operations,Logistics Coordinator,64169,Good,10/08/2022,37
00-75694038,Samantha,Warren,Samantha Warren,Male,New York,New York City,Master,29/10/1969,04/04/2017,14/06/2019,Operations,Operations Analyst,70469,Excellent,14/06/2019,55
00-94263610,James,Fox,James Fox,Male,New York,New York City,Master,06/02/1999,13/11/2019,25/05/2023,Operations,Operations Analyst,56781,Excellent,25/05/2023,26
